event,white,black,result,whiteelo,blackelo,whiteratingdiff,blackratingdiff,opening
Rated Classical game,canelox,manu61,1-0,1138,1099,10.0,-11.0,Alekhine Defense: John Tracy Gambit
Rated Classical game,dubnak,limuchi,1-0,1924,1914,11.0,-11.0,London System
Rated Classical game,SebiiESO,CiberCh,0-1,1256,1339,-8.0,9.0,King's Pawn Game
Rated Classical game,Qvanticxxx,jimikar97,0-1,1625,1594,-11.0,11.0,Reti Opening
Rated Classical game,johnaking,colombiaeddy,0-1,1637,1703,-9.0,9.0,Bishop's Opening
Rated Classical game,lojda2,shariatpanahi,1-0,1729,1771,12.0,-12.0,Giuoco Piano
Rated Classical game,Hyrveli,ffatomic,0-1,1776,1851,-10.0,8.0,"King's Gambit Declined, Petrov's Defense"
Rated Classical game,makalo,AlRayesAlreyes,1-0,1714,1663,8.0,-9.0,Sicilian Defense
Rated Classical game,JAnders420,F0854,1-0,1491,1374,8.0,-8.0,Italian Game
Rated Classical game,Leoniz7,thepumastore,0-1,1665,1688,-9.0,9.0,Queen's Pawn Game
Rated Classical game,olivier01,fmarco76,1-0,1553,1495,10.0,-8.0,Three Knights Opening
Rated Classical game,fdchilcote1233,ug1k,1-0,1253,1320,12.0,-20.0,Saragossa Opening
Rated Classical game,zippo966,juanfran97,1-0,1707,1707,10.0,-10.0,Modern Defense
Rated Classical game,Saoquim,RFRANCA,1-0,1790,1988,23.0,-17.0,Scandinavian Defense
Rated Classical game,bobbyfischer2700,mazorra,1-0,1728,1734,26.0,-10.0,Ruy Lopez
Rated Classical game,muddle_jumper,MuffinManRULZ,1-0,1429,1400,9.0,-42.0,Vienna Game
Rated Classical game,AHMETGUNESH,Prince008,1-0,1470,1480,11.0,-11.0,Sicilian Defense
Rated Classical game,johnny_shroom123,zvonimir77,1-0,1021,1110,14.0,-14.0,Caro-Kann Defense
Rated Classical game,leoloren,bolido13,1-0,1752,1617,7.0,-8.0,Queen's Gambit Declined
Rated Classical game,tomascortessantiago,Ysiby,0-1,1520,1631,-8.0,8.0,Scotch Game
Rated Classical game,koreyeabi,Misael13,1-0,1453,1362,17.0,-8.0,Queen's Pawn Game
Rated Classical game,fchess7,kuramateca,0-1,1349,1546,-6.0,6.0,Horwitz Defense
Rated Classical game,zvejoklis500,Katalane_89,0-1,1475,1403,-13.0,14.0,Queen's Pawn Game
Rated Classical game,Snusmumrik,tanguychas,0-1,1537,1655,-7.0,8.0,Queen's Pawn Game
Rated Classical game,rjh24,tinsaye,0-1,1292,1285,-11.0,11.0,Scandinavian Defense
Rated Classical game,inffoadel,williamcolombia,1-0,1527,1593,13.0,-13.0,Philidor Defense
Rated Classical game,josetex,sokol88,1-0,1737,1842,14.0,-13.0,Queen's Pawn Game
Rated Classical game,lionheart333,zieddssky,0-1,1666,1585,-17.0,13.0,Philidor Defense
Rated Classical game,wolfman82,fedotov,1-0,1785,1875,12.0,-14.0,Sicilian Defense
Rated Classical game,evgenyevgenyevgeny,Kmagdy,1-0,1369,1345,12.0,-10.0,Center Game
Rated Classical game,Stas1989,jack541,0-1,1396,1397,-11.0,11.0,Philidor Defense
Rated Classical game,iobates,TheRatRiverTrapper,0-1,1881,1854,-13.0,11.0,King's Indian Attack
Rated Classical game,yacol,zolight,0-1,1684,1688,-10.0,11.0,Queen's Pawn Game
Rated Classical game,jl33,hacsel,1-0,1597,1465,7.0,-7.0,Scandinavian Defense
Rated Classical game,brigio345,MayaMate,1-0,1562,1508,9.0,-9.0,French Defense
Rated Classical game,gruntinghobgoblin,sekg24,0-1,1120,1148,-10.0,10.0,Scandinavian Defense
Rated Classical game,Pezh1984,troyano007,0-1,1703,1790,-8.0,8.0,Nimzo-Larsen Attack
Rated Classical game,Edelmira,liri,1-0,1666,1620,9.0,-9.0,English Opening
Rated Classical game,Bodyboy,janglincharles,1-0,1395,1451,12.0,-13.0,Nimzowitsch-Larsen Attack
Rated Classical game,BorisKoltsov,brain_food,1-0,1501,1480,10.0,-10.0,Bishop's Opening
Rated Classical game,zakir1005,Kh1348,1-0,1846,1878,12.0,-12.0,English Opening
Rated Classical game,bonkar,cezov,0-1,1691,1559,-15.0,14.0,Queen's Pawn Game
Rated Classical game,RoryOOO,SnakeBreathWalt,0-1,1515,1670,-7.0,10.0,Four Knights Game
Rated Classical game,bulat_karataev,caemarques,1-0,1531,1347,6.0,-10.0,Ruy Lopez
Rated Classical game,attagol,Sasha0207,1-0,1892,1751,8.0,-7.0,Vienna Game
Rated Classical game,Guashin,pparla,0-1,1603,1557,-12.0,17.0,Zukertort Opening
Rated Classical game,kmulungu,enroque8,1-0,1699,1683,10.0,-10.0,Semi-Slav Defense
Rated Classical game,inusaya,asdfrknasd,1-0,1363,1217,7.0,-25.0,Three Knights Opening
Rated Classical game,gnntt,andvaortiz55,0-1,1724,1734,-10.0,13.0,"King's Gambit Accepted, Cunningham Defense"
Rated Classical game,Kasparova82,ajedresitalirical,1-0,1245,1190,9.0,-10.0,Russian Game: Stafford Gambit
Rated Classical game,ValeraAdvokat,JohnQ,0-1,1639,1648,-10.0,10.0,French Defense
Rated Classical game,mahir94,mohamed05,0-1,1541,1542,-11.0,18.0,Indian Game
Rated Classical game,katipbartleby78,reyjohnny11,1-0,1956,1992,11.0,-12.0,French Defense
Rated Classical game,robbienorris,yungsteezy,0-1,1093,1041,-16.0,26.0,Van Geet Opening
Rated Classical game,NovationV,goowee2008,1-0,1561,1668,14.0,-14.0,Philidor Defense
Rated Classical game,HafidBonJovi,dextersmith,0-1,1779,1887,-8.0,10.0,Philidor Defense
Rated Classical game,Jave10,XXX90,1-0,1208,1212,11.0,-10.0,Zukertort Opening
Rated Classical game,stuart1964,Anatol_lucky,0-1,1587,1665,-8.0,8.0,Queen's Pawn Game
Rated Classical game,maxpiz5,prain641New,1-0,1775,1823,12.0,-15.0,Scotch Game
Rated Classical game,Shuure,dueno33,0-1,1472,1629,-7.0,6.0,Scandinavian Defense
Rated Classical game,scorpiao,AnnonymousUser,1-0,1424,1449,12.0,-12.0,King's Pawn Game
Rated Classical game,agrml,Benckosmart,1-0,1493,1399,8.0,-8.0,Elephant Gambit
Rated Classical game,guilhermejn,liokine,0-1,1597,1546,-12.0,27.0,Four Knights Game
Rated Classical game,franm99,emelbkc,1-0,1237,1172,9.0,-9.0,Ruy Lopez
Rated Classical game,Nerman7,benimaru,0-1,1305,1302,-30.0,10.0,Slav Defense: Diemer Gambit
Rated Classical game,Sabreman,joconn2323,0-1,1485,1471,-11.0,10.0,Modern Defense
Rated Classical game,TurkMan,rafiki69696,1-0,1493,1542,11.0,-12.0,French Defense
Rated Classical game,ggamboah,FikroBiH,0-1,1719,1754,-10.0,9.0,Elephant Gambit
Rated Classical game,aWCzar,kerfest02,1-0,1577,1566,11.0,-11.0,Italian Game
Rated Classical game,kkro,bishop123123,1-0,1851,1879,11.0,-11.0,Nimzo-Larsen Attack
Rated Classical game,aniquilador88,Alex_Anaua,1-0,1889,1754,7.0,-7.0,Indian Game
Rated Classical game,perasbjoern,alainv,0-1,1397,1430,-9.0,10.0,French Defense
Rated Classical game,vell29,Apajon,0-1,1357,1308,-12.0,12.0,English Opening
Rated Classical game,Vlzakatey,Elonr,0-1,1151,1173,-14.0,10.0,King's Pawn Game
Rated Classical game,yaguero,MeloM,1-0,1501,1377,7.0,-8.0,Queen's Pawn Game
Rated Classical game,pecoso53,enriquillo55,0-1,1603,1659,-10.0,14.0,Queen's Pawn Game
Rated Classical game,paulorojas,lyke,1-0,1681,1600,8.0,-9.0,Queen's Pawn Game
Rated Classical game,SIBERIAFORCE,Valewish,1-0,1787,1726,36.0,-8.0,English Opening
Rated Classical game,DetroitCycling56,kiltro,1-0,1773,1717,9.0,-9.0,King's Gambit
Rated Classical game,tepor,SMorrissey,0-1,1441,1434,-11.0,12.0,French Defense
Rated Classical game,celedon4,tinymarsh,0-1,1418,1426,-13.0,12.0,Bishop's Opening
Rated Classical game,Miodrag-1940,Orso_11,0-1,1909,1946,-9.0,10.0,Sicilian Defense
Rated Classical game,Roister0,nizamettinzorlu,1-0,1750,1615,6.0,-19.0,King's Gambit
Rated Classical game,dimpap,TheWayIam,0-1,1397,1490,-8.0,8.0,Italian Game
Rated Classical game,indemindofastoner,KazuyaMotooka,0-1,1086,1205,-7.0,8.0,Vienna Game
Rated Classical game,pstroh,bandit973,0-1,1749,1688,-12.0,13.0,Zukertort Opening: Tennison Gambit
Rated Classical game,patri68,Arcanjo-1992,0-1,1365,1369,-11.0,10.0,Sicilian Defense
Rated Classical game,tonto27,cuccibet,0-1,1614,1513,-14.0,14.0,Queen's Pawn Game
Rated Classical game,kerin84,iamichiro,1-0,1978,1947,27.0,-10.0,King's Indian Defense
Rated Classical game,Bez_mate,Xhemo,0-1,1975,1983,-11.0,10.0,Zukertort Opening
Rated Classical game,jordanc100,paparazzo,0-1,1183,1152,-20.0,11.0,Queen's Pawn Game
Rated Classical game,orhi61ts,Mayushi,0-1,1591,1561,-12.0,12.0,Giuoco Piano
Rated Classical game,Solano2016,ozsld,0-1,1265,1132,-17.0,14.0,Zukertort Opening: Tennison Gambit
Rated Classical game,eee23,Artaud73,1-0,1421,1424,11.0,-10.0,Bishop's Opening
Rated Classical game,terscennetcocugu,diecolgar,0-1,1812,1819,-10.0,31.0,Sicilian Defense
Rated Classical game,Levent69,goktugbasturk,1-0,1298,1285,10.0,-10.0,English Defense
Rated Classical game,joel33,CaptainMojo,1-0,1624,1469,6.0,-7.0,Sicilian Defense
Rated Classical game,UMMA,darksimphony,1-0,1847,1847,10.0,-10.0,Modern Defense
Rated Classical game,bertillo,Delavega7,1-0,1526,1493,10.0,-10.0,King's Pawn Game
Rated Classical game,sadberg,andreasfreyer,1-0,1278,1193,9.0,-11.0,Sicilian Defense
Rated Classical game,admin_chess_55,Marlon-527,1-0,1493,1561,13.0,-12.0,Modern Defense
Rated Classical game,ahmadsoltani,CavalloBiricchino,1-0,1782,1785,10.0,-11.0,Benoni Defense
Rated Classical game,nomez74,kthejoker,0-1,1685,1570,-14.0,15.0,Scandinavian Defense
Rated Classical game,Judavidan1,cristianopires1,1-0,1491,1447,9.0,-10.0,Bird Opening
Rated Classical game,felipe01,krili,0-1,1538,1440,-13.0,14.0,French Defense
Rated Classical game,gmsebas,DaniloTheory,1-0,1729,1627,8.0,-8.0,English Opening
Rated Classical game,sherifosman111,wheeler,1-0,1729,1701,10.0,-10.0,English Opening
Rated Classical game,homazavr,reach66,0-1,1500,1504,-10.0,10.0,Three Knights Opening
Rated Classical game,dearnazzm,Tombar,1-0,1719,1755,12.0,-12.0,Sicilian Defense
Rated Classical game,Lola_46,lolitos,0-1,1635,1606,-12.0,11.0,Queen's Gambit Refused
Rated Classical game,Rupama1,seyysd,1-0,1790,1678,7.0,-8.0,Italian Game
Rated Classical game,vasileios7,Arvasi,1-0,1736,1718,10.0,-10.0,Owen Defense
Rated Classical game,cuba2ra,Noobakis,1-0,1605,1602,10.0,-10.0,Owen Defense
Rated Classical game,Jeoda,mohamadsaad,1-0,1749,1863,13.0,-14.0,Queen's Pawn Game
Rated Classical game,Gustavious,kernell,1-0,1568,1727,17.0,-16.0,Scandinavian Defense
Rated Classical game,Dominacija,vcafetero,1-0,1468,1396,11.0,-9.0,Scandinavian Defense
Rated Classical game,romen,Veronika26rus,0-1,1690,1704,-10.0,10.0,Philidor Defense
Rated Classical game,falanghi,SupremeNoser,1-0,1961,1907,10.0,-10.0,Pirc Defense
Rated Classical game,Pondus1973,Danislam,0-1,1268,1228,-11.0,12.0,King's Pawn Game
Rated Classical game,Ocrackeiro,ctrl-j,1-0,1269,1291,12.0,-11.0,Van't Kruijs Opening
Rated Classical game,micky5992,Ssmile,0-1,1469,1541,-8.0,8.0,Englund Gambit
Rated Classical game,lk500i,ostal,0-1,1059,1062,-11.0,11.0,Queen's Pawn Game
Rated Classical game,snegoxod,nda65,0-1,1659,1691,-10.0,9.0,Pirc Defense
Rated Classical game,Hansson111,nabo94,1-0,1941,1849,8.0,-9.0,Queen's Gambit Refused
Rated Classical game,dbalka2,shayabutbul,1-0,1680,1630,9.0,-10.0,"King's Gambit Declined, Queen's Knight Defense"
Rated Classical game,shammgod,JORDOR,0-1,1392,1404,-10.0,11.0,French Defense
Rated Classical game,gianflisi,tonyt,1-0,1478,1417,9.0,-10.0,King's Pawn Game
Rated Classical game,vick9424,kosenkov,0-1,1491,1355,-15.0,15.0,French Defense
Rated Classical game,DemidEvg96,GvRanjit,1-0,1204,1193,10.0,-10.0,King's Pawn Game
Rated Classical game,nabiguz,cliff77,0-1,1324,1204,-20.0,19.0,French Defense
Rated Classical game,toroseduto,Cuazar,1-0,1865,1765,8.0,-8.0,"Benko Gambit Declined, Sosonko Variation"
Rated Classical game,diegodellaw,GAINER96,0-1,1437,1435,-11.0,12.0,English Opening
Rated Classical game,Lindo00,SPDB,1-0,1492,1524,12.0,-11.0,Italian Game
Rated Classical game,Poellie,gillouxs,1-0,1300,1253,11.0,-9.0,Queen's Gambit
Rated Classical game,Yepp255,bujarzy,0-1,1214,1193,-29.0,16.0,Queen's Pawn Game
Rated Classical game,Mak6255,gixxer63,0-1,1363,1370,-10.0,11.0,Ruy Lopez
Rated Classical game,Predaptor,alexissorbas,0-1,1750,1918,-6.0,8.0,Scotch Game
Rated Classical game,mentin,Springerschach70,0-1,1898,1724,-15.0,17.0,Italian Game
Rated Classical game,jonys,hyperkubo,0-1,1391,1453,-9.0,10.0,Italian Game
Rated Classical game,barman188,Jonathan1225,1-0,1255,1236,10.0,-11.0,Van't Kruijs Opening
Rated Classical game,permanganatoff,Mido25858321,1-0,1333,1358,12.0,-11.0,Four Knights Game
Rated Classical game,KoTuK,Marcelo65,1-0,1713,1747,12.0,-11.0,Sicilian Defense
Rated Classical game,hosseinsafavi,terrormt,0-1,1561,1480,-13.0,13.0,Scotch Game
Rated Classical game,PrideAndJoy,EdeTede,0-1,1710,1689,-11.0,11.0,Italian Game
Rated Classical game,Tadasboy,clement-masson,1-0,1389,1374,11.0,-10.0,Philidor Defense
Rated Classical game,ferics,victorbulls,1-0,1668,1604,9.0,-9.0,Queen's Pawn
Rated Classical game,artop,avtonom1937,1-0,1380,1436,27.0,-18.0,King's Pawn Game
Rated Classical game,Lodgeking,vicher,0-1,1800,1795,-11.0,11.0,Italian Game
Rated Classical game,MauroMartins,enea,0-1,1407,1317,-13.0,13.0,Caro-Kann Defense
Rated Classical game,hansraj123,bach100387,1-0,1248,1220,10.0,-12.0,St. George Defense
Rated Classical game,serkanatis,MTaal1990,0-1,1895,1985,-8.0,9.0,Vienna Game
Rated Classical game,francy_esogno,nixoncevic,1-0,1769,1645,7.0,-7.0,Owen Defense
Rated Classical game,agullana,SAHASRA16,0-1,1439,1627,-6.0,6.0,Queen's Pawn Game
Rated Classical game,samuel258,sadusiek,0-1,1338,1278,-13.0,13.0,Zukertort Opening: Queen's Gambit Invitation
Rated Classical game,Jose600,Niomides,1-0,1371,1384,12.0,-11.0,Queen's Pawn Game
Rated Classical game,zeeshan2,coolbi,0-1,1756,1793,-10.0,9.0,Sicilian Defense
Rated Classical game,freid1982,vbsp,1-0,1399,1452,12.0,-13.0,Queen's Gambit Declined
Rated Classical game,koniokrades,ospap,1-0,1140,1147,11.0,-12.0,Robatsch (Modern) Defense
Rated Classical game,SERPIC0,norgunk,0-1,1603,1545,-12.0,12.0,Queen's Gambit Declined
Rated Classical game,shahram51,klaps69,0-1,1591,1575,-11.0,12.0,Sicilian Defense: Wing Gambit
Rated Classical game,sur4ge,READYTOSTART123,0-1,1262,1333,-34.0,42.0,King's Pawn Opening
Rated Classical game,lair,Tompoes69,1-0,1583,1527,9.0,-9.0,Scandinavian Defense: Blackburne Gambit
Rated Classical game,arqi,aem8ball,1-0,1842,1905,13.0,-12.0,Sicilian Defense
Rated Classical game,umaia,ShawnG,0-1,1630,1654,-10.0,48.0,Tarrasch Defense
Rated Classical game,kruvaz,sur1976,0-1,1555,1669,-8.0,7.0,Hungarian Opening
Rated Classical game,Mufson,McStunna,1-0,1253,1279,11.0,-12.0,Bishop's Opening
Rated Classical game,axlessandra,xapns1,0-1,1380,1495,-8.0,7.0,Italian Game
Rated Classical game,Xoal,ghjkfdsa,1-0,1519,1516,11.0,-11.0,Englund Gambit Complex Declined
Rated Classical game,Marduk74014,hayde,1-0,1311,1346,12.0,-13.0,Scandinavian Defense
Rated Classical game,dsgalaxius,ansen94,0-1,1701,1725,-11.0,9.0,Slav Defense
Rated Classical game,NikMas,HomesteadPost,1-0,1503,1428,9.0,-9.0,Queen's Pawn
Rated Classical game,Korkmazsahin48,fklausner,0-1,1486,1602,-8.0,8.0,King's Pawn Game
Rated Classical game,optogonal,Pendolero,1-0,1021,1099,14.0,-15.0,Scotch Game
Rated Classical game,movv,DrMily,1-0,1373,1390,11.0,-13.0,Ruy Lopez
Rated Classical game,wannaplaylater,Caff53,0-1,1491,1542,-40.0,9.0,King's Pawn Game
Rated Classical game,totroi,fritzj52,0-1,1248,1194,-12.0,12.0,Scandinavian Defense
Rated Classical game,MrNiko,finogolf,0-1,1344,1333,-11.0,11.0,Zukertort Opening
Rated Classical game,Sukiasyan96,Saidrasul,1-0,1605,1690,13.0,-13.0,Queen's Gambit Refused
Rated Classical game,acarmona,sultan69,0-1,1564,1697,-7.0,6.0,Bishop's Opening
Rated Classical game,Javirenko,reytorre,0-1,1590,1570,-11.0,37.0,Rat Defense
Rated Classical game,ossama73,rksakrir,1-0,1735,1562,7.0,-6.0,Italian Game
Rated Classical game,FAAILIX,LastFallenAngel,0-1,1902,1967,-9.0,9.0,Scandinavian Defense
Rated Classical game,ssalih,Whitepoweristfag,1-0,1330,1347,11.0,-23.0,Petrov
Rated Classical game,shariatpanahi,yuor777,1-0,1759,1803,12.0,-12.0,Sicilian Defense
Rated Classical game,Pyrosphere,abdul1985,1-0,1527,1533,10.0,-11.0,French Defense
Rated Classical game,PapinII,hughesg94,1-0,1421,1412,11.0,-10.0,King's Pawn Game
Rated Classical game,Circassian17,seint,1-0,1831,1827,10.0,-10.0,Scotch Game
Rated Classical game,capagris86,Simbot_Pulpa,1-0,1374,1419,14.0,-12.0,Italian Game
Rated Classical game,carlos0602,dertjohn,1-0,1132,1032,7.0,-14.0,King's Pawn Game
Rated Classical game,ActnJackson,asametsezgin,1-0,1198,1142,9.0,-8.0,Modern Defense
Rated Classical game,Katalane_89,zvejoklis500,1-0,1417,1462,12.0,-12.0,Nimzowitsch Defense
Rated Classical game,kettlekev,zumgugger,0-1,1436,1500,-9.0,9.0,Sicilian Defense
Rated Classical game,greken,jbohn637,0-1,1321,1335,-10.0,20.0,Queen's Pawn Game
Rated Classical game,michele2611,db88,1-0,1272,1183,8.0,-8.0,French Defense
Rated Classical game,puppoo1981,razo1907,1-0,1422,1596,18.0,-16.0,Center Game
Rated Classical game,lwilcox0,mackenziemaynard,1-0,1329,1223,8.0,-8.0,Russian Game: Urusov Gambit
Rated Classical game,Sun_nY,r2017,1-0,1744,1836,15.0,-13.0,Queen's Pawn Game
Rated Classical game,solale,1169,0-1,1494,1609,-8.0,7.0,Ruy Lopez
Rated Classical game,rehaankhan,oleg1966,1-0,1477,1570,41.0,-13.0,Center Game
Rated Classical game,student456456,rick747,1-0,1690,1682,10.0,-10.0,Sicilian Defense
Rated Classical game,Gogi_2,Brunomig,0-1,1569,1591,-10.0,10.0,Italian Game: Evans Gambit
Rated Classical game,MiguelMariArtuneda,Fedoseev94,0-1,1733,1639,-14.0,14.0,Slav Defense
Rated Classical game,MarcoRoma,Zaltan,0-1,1033,1146,-11.0,7.0,French Defense
Rated Classical game,Timur_Rakhimzhan,yachachik,1-0,1347,1259,9.0,-8.0,Queen's Gambit Declined
Rated Classical game,Charlesk,limunko,0-1,1905,1872,-12.0,12.0,Ruy Lopez
Rated Classical game,Sadykkk,cevat,1-0,1500,1527,11.0,-11.0,Ruy Lopez
Rated Classical game,MatrixRevolutions,GuntherPunther,0-1,1320,1306,-17.0,11.0,King's Pawn Game
Rated Classical game,Hubber,dr_stan,0-1,1661,1690,-10.0,16.0,King's Indian Defense
Rated Classical game,erksah,Migueldario,0-1,1619,1586,-11.0,12.0,Indian Game
Rated Classical game,catalinavl,Planos,1-0,1416,1307,8.0,-7.0,French Defense
Rated Classical game,Himaaaa,michelko,1-0,1688,1681,11.0,-10.0,Nimzo-Larsen Attack
Rated Classical game,ozancacaron,JimMR,1-0,1593,1506,8.0,-11.0,Robatsch (Modern) Defense
Rated Classical game,ltblueangel,seamentissue,1-0,1143,1232,13.0,-14.0,Philidor Defense
Rated Classical game,pereiraking,b_s_gabdullin,0-1,1495,1474,-11.0,12.0,Bishop's Opening
Rated Classical game,diecolgar,terscennetcocugu,0-1,1850,1802,-33.0,12.0,Caro-Kann Defense
Rated Classical game,nerkk,noobishop,1-0,1663,1592,9.0,-9.0,"King's Gambit Accepted, Schallopp Defense"
Rated Classical game,zymurg,lazare31,0-1,1194,1288,-9.0,9.0,Philidor Defense
Rated Classical game,Karamustafa61,HolaMeDicenCarlsen,0-1,1197,1267,-9.0,8.0,Grob Opening
Rated Classical game,mansoursherif,samwize,1-0,1882,1706,6.0,-6.0,Italian Game
Rated Classical game,erguvan,mauro0108,1-0,1766,1811,12.0,-11.0,Queen's Pawn Game
Rated Classical game,Kukilo,alebratus,0-1,1004,1114,-10.0,8.0,Pirc Defense
Rated Classical game,Ronald23alcos,luiscoronadoe,1-0,1684,1544,7.0,-7.0,Sicilian Defense
Rated Classical game,IwinyoufcknFish,FasterSquid,0-1,1315,1353,-10.0,11.0,King's Pawn Game
Rated Classical game,mohahakel,PLaaGuE,1-0,1718,1536,6.0,-6.0,Queen's Pawn Game
Rated Classical game,Epaminondas_Saddam,Jacektrze,1-0,1258,1247,10.0,-11.0,Center Game
Rated Classical game,Salohcin,jorgechupi99,1-0,1476,1484,11.0,-11.0,Queen's Gambit Refused
Rated Classical game,humble-marcelo,Adams_Apple,1-0,1292,1469,15.0,-16.0,Nimzo-Indian Defense
Rated Classical game,Ahmedbasha17,ranbow,0-1,1781,1746,-12.0,11.0,Hungarian Opening
Rated Classical game,roozha,timor-37,1-0,1792,1880,14.0,-12.0,Scotch Game
Rated Classical game,chrisjb510,TigerClay,0-1,1575,1727,-7.0,6.0,French Defense
Rated Classical game,WoodyTobiasJr,adalegri,1-0,1304,1161,7.0,-13.0,Alekhine Defense
Rated Classical game,Aleksandr_Tril,gavriel32,0-1,1719,1828,-8.0,7.0,French Defense
Rated Classical game,Antonbabkin,Boulou,1-0,1375,1280,8.0,-8.0,French Defense
Rated Classical game,emamutavdzic,Barcelona-444,0-1,1623,1618,-11.0,12.0,King's Pawn Game
Rated Classical game,calnem,Supravision,1-0,1363,1269,7.0,-9.0,Sicilian Defense
Rated Classical game,seano17,d1ma00,1-0,1538,1534,10.0,-12.0,Ruy Lopez
Rated Classical game,ramluk,UMBERTOGALEAZZI42,0-1,1483,1481,-11.0,10.0,Owen Defense
Rated Classical game,JGnmn,topgolf22,1-0,1343,1290,12.0,-9.0,King's Pawn Game
Rated Classical game,vahid50,maurochess999,0-1,1758,1756,-11.0,11.0,Queen's Pawn Game
Rated Classical game,B1115,giank52,1-0,1406,1356,10.0,-9.0,Italian Game
Rated Classical game,rcepa,mikaelsachs,1-0,1110,1070,13.0,-11.0,French Defense
Rated Classical game,Toniled,MajdM,0-1,1450,1428,-11.0,15.0,Queen's Pawn Game
Rated Classical game,bud4la,kvanvel,1-0,1487,1449,9.0,-10.0,Sicilian Defense
Rated Classical game,Hiya95,Mareoriens,1-0,1540,1603,13.0,-12.0,Sicilian Defense
Rated Classical game,julita59,ogpr,0-1,1201,1356,-7.0,7.0,King's Knight Opening
Rated Classical game,rapmedellin13,Valret,0-1,1505,1470,-12.0,12.0,Four Knights Game
Rated Classical game,pytyd2014,KarllMarx,1-0,1559,1528,9.0,-10.0,French Defense
Rated Classical game,bird88,Almiva,0-1,1482,1549,-9.0,9.0,Sicilian Defense
Rated Classical game,kamencic1,strutt,1-0,1586,1690,13.0,-15.0,King's Knight Opening
Rated Classical game,ostal,lk500i,0-1,1073,1048,-12.0,12.0,Portuguese Opening
Rated Classical game,lacerda,xymusti,1-0,1265,1357,15.0,-14.0,Center Game
Rated Classical game,marmutop,Michal007,1-0,1966,1769,5.0,-5.0,Nimzo-Indian Defense
Rated Classical game,fellowmate,davzar,0-1,1214,1247,-9.0,11.0,King's Knight Opening
Rated Classical game,conor-pappas,Qurio,0-1,1599,1595,-11.0,11.0,Sicilian Defense
Rated Classical game,chestrockwell,emre_db2001,1-0,1530,1525,11.0,-11.0,English Opening
